Wall time,Step,Value
1680611414.2024,0,2.238085985183716
1680611414.3023808,0,2.2282917499542236
1680611415.1775782,0,2.1915502548217773
1680611415.9497523,0,2.0757789611816406
1680611418.1012282,0,2.0050554275512695
1680611418.4023063,0,2.0513362884521484
1680611420.4887774,0,1.9481046199798584
1680611420.6561644,0,1.9005285501480103
1680611421.3629744,0,1.9689780473709106
1680611421.9694397,0,1.82614266872406
1680611423.1467156,0,1.8964650630950928
1680611423.213773,0,1.8781028985977173
1680611423.4837918,0,1.916377067565918
1680611426.94758,1,1.8733066320419312
1680611428.260871,1,1.7440224885940552
1680611428.7319772,1,1.8865976333618164
1680611430.8174481,1,1.7326387166976929
1680611432.2648287,1,1.841660499572754
1680611432.4988172,1,1.773585319519043
1680611434.1152115,1,1.7118417024612427
1680611434.552281,1,1.822726845741272
1680611435.3614736,1,1.760438323020935
1680611436.8078003,1,1.7226940393447876
1680611437.077851,1,1.6567277908325195
1680611438.7282236,1,1.5812678337097168
1680611439.1973283,2,1.6724995374679565
1680611439.7724695,2,1.6602774858474731
1680611439.9745157,2,1.6951760053634644
1680611440.9167283,2,1.6468642950057983
1680611444.5845597,2,1.8048344850540161
1680611445.459753,2,1.675139307975769
1680611446.9050798,2,1.6116485595703125
1680611448.6614766,2,1.5683279037475586
1680611449.9397602,2,1.5670710802078247
1680611452.4933417,3,1.630704641342163
1680611455.211956,3,1.5755033493041992
1680611457.0623732,3,1.5931570529937744
1680611457.163386,3,1.5027716159820557
1680611457.6345026,3,1.5052049160003662
1680611457.7685413,3,1.6920613050460815
1680611459.384898,3,1.4867806434631348
1680611459.621023,3,1.651427149772644
1680611461.104286,3,1.5272018909454346
1680611462.113514,3,1.5246919393539429
1680611464.030944,3,1.5483641624450684
1680611465.0071676,3,1.5614298582077026
1680611465.5442772,4,1.5941449403762817
1680611466.0823998,4,1.5284653902053833
1680611467.9668355,4,1.7137044668197632
1680611469.6832123,4,1.7302762269973755
1680611470.2895107,4,1.55058753490448
1680611470.5914283,4,1.549411416053772
1680611471.1305394,4,1.5421677827835083
1680611471.232573,4,1.5415114164352417
1680611472.7128968,4,1.4383790493011475
1680611474.83239,4,1.4191962480545044
1680611475.5725527,4,1.4963417053222656
1680611475.6735876,4,1.6002095937728882
1680611475.942636,4,1.4711530208587646
1680611477.2869399,4,1.5278019905090332
1680611477.8600953,4,1.455492615699768
1680611478.2971675,4,1.396361231803894
1680611481.281842,5,1.5100702047348022
1680611483.2986732,5,1.3990988731384277
1680611486.3553526,5,1.4676636457443237
1680611486.7584443,5,1.4470096826553345
1680611487.8336868,5,1.5114210844039917
1680611488.0347319,5,1.553727388381958
1680611488.7068942,5,1.5087230205535889
1680611488.8749218,5,1.6017777919769287
1680611490.3842728,5,1.5232083797454834
1680611490.7873538,5,1.5640588998794556
1680611491.9586284,6,1.5800334215164185
1680611493.1338937,6,1.4368810653686523
1680611493.1678982,6,1.4005396366119385
1680611494.7112393,6,1.477126121520996
1680611495.280378,6,1.4810148477554321
1680611495.3483837,6,1.3799537420272827
1680611495.5164213,6,1.4628465175628662
1680611496.3566213,6,1.5769109725952148
1680611496.390629,6,1.4469267129898071
1680611496.7947094,6,1.32401442527771
1680611496.9617472,6,1.4966826438903809
1680611497.9369676,6,1.3091880083084106
1680611498.4410813,6,1.514841914176941
1680611498.6431375,6,1.4066543579101562
1680611503.0781288,6,1.2965340614318848
1680611504.9205437,7,1.4175111055374146
1680611506.568917,7,1.3475271463394165
1680611510.1617382,7,1.3991752862930298
1680611512.3972342,7,1.4231070280075073
1680611514.1876364,7,1.4763859510421753
1680611514.2806578,7,1.3029282093048096
1680611515.9100258,7,1.4424562454223633
1680611517.451381,8,1.4234099388122559
1680611519.3257964,8,1.3044145107269287
1680611519.73989,8,1.4399429559707642
1680611519.7949023,8,1.4046847820281982
1680611519.821909,8,1.2937405109405518
1680611521.455277,8,1.419081449508667
1680611525.975299,8,1.2001150846481323
1680611529.005993,9,1.5251213312149048
1680611529.4870906,9,1.3169533014297485
1680611529.5381024,9,1.3328346014022827
1680611530.8854067,9,1.4046356678009033
1680611532.9188733,9,1.2702534198760986
1680611534.5162268,9,1.3841499090194702
1680611535.1693845,9,1.2717124223709106
1680611535.3874338,9,1.5485854148864746
1680611538.776199,10,1.1861311197280884
1680611539.6803925,10,1.3406373262405396
1680611540.5925992,10,1.2399026155471802
1680611542.3013558,10,1.211685299873352
1680611544.3538294,10,1.4805662631988525
1680611547.6205566,10,1.3582425117492676
1680611548.660802,10,1.3137753009796143
1680611548.8288398,10,1.4099066257476807
1680611551.2473745,11,1.2328613996505737
1680611551.690483,11,1.4670294523239136
1680611551.761491,11,1.3809581995010376
1680611554.5043318,11,1.3041701316833496
1680611557.600031,11,1.3044648170471191
1680611558.17316,11,1.4712929725646973
1680611558.8803203,11,1.4636051654815674
1680611562.180055,11,1.356081247329712
1680611563.3903384,11,1.335496187210083
1680611563.524369,11,1.2555662393569946
1680611563.7934296,11,1.3441139459609985
1680611567.5572789,12,1.281559705734253
1680611568.0283852,12,1.4144434928894043
1680611569.310675,12,1.179738163948059
1680611569.7137659,12,1.2902867794036865
1680611571.1270857,12,1.3149590492248535
1680611573.4136014,12,1.28508460521698
1680611573.7166698,12,1.3699175119400024
1680611573.8176918,12,1.2096166610717773
1680611576.3712695,12,1.2587841749191284
1680611576.4392743,12,1.3754777908325195
1680611578.2526937,13,1.2523574829101562
1680611579.1948962,13,1.3669201135635376
1680611582.725704,13,1.2636150121688843
1680611585.7533875,13,1.180230975151062
1680611586.2934992,13,1.172805666923523
1680611586.7636154,13,1.248549461364746
1680611588.818079,13,1.3882482051849365
1680611592.0748138,14,1.2044873237609863
1680611593.1500578,14,1.3238017559051514
1680611597.0199308,14,1.3472038507461548
1680611597.5261106,14,1.3296566009521484
1680611599.0063767,14,1.323067545890808
1680611601.8670259,14,1.2773910760879517
1680611602.437144,14,1.4393165111541748
1680611602.538177,14,1.3392932415008545
1680611603.7404373,14,1.1656666994094849
1680611603.985504,15,1.285512089729309
1680611605.1958358,15,1.354781150817871
1680611605.900964,15,1.2622277736663818
1680611607.9854066,15,1.34140944480896
1680611608.6595595,15,1.1932240724563599
1680611612.3944027,15,1.1547777652740479
1680611612.730478,15,1.5243395566940308
1680611615.0509918,15,1.2134491205215454
1680611615.4881015,15,1.3123879432678223
1680611615.6901436,15,1.3022934198379517
1680611616.1272454,15,1.2837687730789185
1680611618.0346649,16,1.1782208681106567
1680611618.8028495,16,1.3739644289016724
1680611618.9709535,16,1.2687098979949951
1680611620.9563353,16,1.2865171432495117
1680611621.763563,16,1.3188259601593018
1680611625.8004293,16,1.277331829071045
1680611627.6168287,16,1.2715603113174438
1680611628.59306,16,1.2068486213684082
1680611630.4074693,17,1.1936039924621582
1680611631.7197654,17,1.1729587316513062
1680611631.8207886,17,1.25444495677948
1680611632.2249222,17,1.2162485122680664
1680611633.2691157,17,1.3711295127868652
1680611636.7699382,17,1.3476260900497437
1680611637.0389664,17,1.259117603302002
1680611637.5430803,17,1.286845088005066
1680611640.8078122,17,1.2354339361190796
1680611641.683015,17,1.1997127532958984
1680611642.4221818,17,1.3237382173538208
1680611645.5178812,18,1.1894938945770264
1680611645.787942,18,1.2361773252487183
1680611647.166253,18,1.263988971710205
1680611650.2619524,18,1.2222130298614502
1680611652.4184363,18,1.0807772874832153
1680611653.3616416,18,1.366581916809082
1680611653.3946598,18,1.0292842388153076
1680611654.0348039,18,1.2545135021209717
1680611654.8079784,18,1.2232025861740112
1680611655.4461224,18,1.1549403667449951
1680611657.0914848,19,1.2200206518173218
1680611657.426569,19,1.3491965532302856
1680611657.5265927,19,1.2460532188415527
1680611658.0287058,19,1.1510950326919556
1680611659.136956,19,1.1159586906433105
1680611665.054292,19,1.2816201448440552
1680611665.2564662,19,1.3654541969299316
1680611667.5078464,19,1.1602613925933838
1680611668.4490554,19,1.0867509841918945
1680611668.7891245,19,1.1376794576644897
1680611669.9804041,20,1.2129462957382202
1680611672.238914,20,1.2928225994110107
1680611673.316147,20,1.2360416650772095
1680611675.3006055,20,1.2142066955566406
1680611676.4778652,20,1.2636667490005493
1680611677.821172,20,1.060030221939087
1680611681.6550403,20,1.2389134168624878
1680611682.8313057,21,1.1481455564498901
1680611683.0333514,21,1.1894161701202393
1680611685.3571892,21,1.1836206912994385
1680611686.8362145,21,1.2730470895767212
1680611687.818551,21,1.2342534065246582
1680611687.9874587,21,1.33992338180542
1680611688.2905388,21,1.0959422588348389
